,0
557,Coyotes run win string to six in trimming Red Wings
558,Defensemen power Lightning to 5-1 win over Sens
559,"Aho’s OT winner gives Carolina fifth straight victory, 4-3 over Panthers"
560,"Penguins beat Habs, catch them in wild-card chase"
561,Leafs repeat feat by beating visiting Sabres again
562,Bruins stay hot with shutout of Devils
563,Kings pull away for 6-3 win over Blackhawks
564,Koskinen makes 30 saves as Oilers blank Blue Jackets
565,NHL roundup: Jets pass Preds to gain division lead
566,Sharks hold on to beat Avalanche
567,Former Trump lawyer Cohen says assisting with more probes
568,Trump says trade deal with China could be reached in about four weeks
569,U.S. House committee seeks Trump tax returns from IRS
570,Knights complete season sweep of Ducks
571,Armia's 1st hat trick leads Canadiens over Rangers
572,Jets slip past Predators to gain division lead
573,Hurricanes best Blues for 4th consecutive win
574,"Flyers set NHL mark, blast last-place Devils"
575,Caps dump Isles to tie for first in Metro
576,Sabres outlast Penguins on Sheary’s OT goal
577,Boucher ousted as coach of NHL-worst Senators
578,NHL roundup: Tavares jeered in return to face Isles
579,Theodore leads Knights over Panthers in shootout
580,Factbox: Big Democratic field taking shape for 2020 U.S. presidential race
581,FBI head says agency has no desire to move its headquarters
582,"U.S. House rebukes Trump on Saudi Arabia, backs measure to end Yemen involvement"
583,Theodore leads Knights over Panthers in shootout
584,Hintz's OT winner sends Stars past Kings
585,Richardson's four goals lead Yotes over Canucks
586,Currie's first assists lead Oilers past Senators
587,Jackets win in OT to sweep season series vs. Flyers
588,Isles rout Leafs as crowd jeers Tavares
589,"Rask, red-hot Bruins halt Lightning's win streak"
590,NHL roundup: Lightning work OT for 10th straight win
591,Avalanche slip past Canucks in shootout
592,"DeBrincat, Kane lift Blackhawks past Ducks"
593,U.S. Democrats question Mar-a-Lago security after Chinese intruder
594,Trump says not concerned about China spying at his Florida resort
595,Wilbur Ross refuses to testify on U.S. Commerce Department's 2020 budget
596,Flames hold off Devils to extend win streak
597,"Johnsson, Leafs blow out Oilers"
598,NHL roundup: Red-hot Flames streak past Isles
599,Pacioretty's two goals key Knights' win over Stars
600,Wild stun Jets with two late goals
601,Coyotes upend Panthers in shootout for 4th straight win
602,Shaw's hat trick sparks Habs' rout of Wings
603,McCann's 2-goal effort lifts Pens past Jackets
604,"Hurricanes strike quickly, roll past reeling Kings"
605,Bruins roll as 3-goal flurry buries Sharks
606,"Truckers, stores on U.S.-Mexico border struggle as Trump closure threat looms"
607,Colorado lawmakers pass law overhauling oil and gas drilling regulations
608,U.S. lawmakers urge sanctions over China's treatment of Muslim minority
609,Bruins roll as 3-goal flurry buries Sharks
610,Caps blast Sens behind four-goal second period
611,Flyers maintain home mastery of Sabres
612,"Blues, Binnington shut down Predators 2-0"
613,Flames flip Isles for 6th consecutive win
614,"NHL roundup: Lightning win 9th straight, reach 100 points"
615,Horvat nets pair as Canucks blank Ducks
616,League-best Lightning top Kings in shootout
617,Leafs torch Sabres in 2nd-period barrage
618,Predators sit atop Central after shootout win over Oilers
619,"Kudlow says working on rescue, restructuring plan for Venezuela"
620,"White House's Kudlow: Any border closing must balance trade, security"
621,Newcomer Mayor Lori Lightfoot takes on Chicago establishment and 'political machine'
622,Newcomers help Devils trim Canadiens
623,NHL notebook: Knights acquire Stone at deadline
624,NHL roundup: Zuccarello hurt after shining in Stars' win
625,Coyotes down Jets for third straight win
626,Czarnik's final-minute tally lifts Flames over Senators
627,"Zuccarello hurt in debut, but helps Stars edge Blackhawks"
628,Donato scores in OT as Wild beat Blues
629,Pavelski's natural hat trick powers Sharks past Wings
630,Kuznetsov's OT goal lifts Capitals over Rangers
631,NHL roundup: Flyers get OT win at Stadium Series
632,Trump says he's prepared to close Mexico border if necessary
633,U.S. senators seek details on nuclear power cooperation with Saudi Arabia
634,U.S. expects to resolve spat with Turkey over purchase of Russian air defenses
635,"Lehner, Isles blank Canucks to snap skid"
636,McDavid-less Oilers hold off Ducks
637,Flyers rally to defeat Penguins in OT
638,"Leafs storm back from 3-0 deficit, stomp Canadiens"
639,Hurricanes blank Stars again
640,"Grubauer, MacKinnon power Avs' rout of Predators"
641,"Panthers send Quick, Kings to showers"
642,"Rangers score early, top Devils 5-2"
643,"Bobrovsky, Duchene lead Jackets to shutout win over Sharks"
644,Reinhart posts hat trick as Sabres handle Capitals
645,Trump says vote on healthcare can wait until after 2020 election
646,"Top House Democrat cites labor, enforcement concerns on new NAFTA"
647,Avenatti proclaims innocence in 'David versus Goliaths' court fight
648,Binnington helps Blues snap Bruins' streak
649,"NHL roundup: Flames down Ducks, extend hot streak"
650,Laine's 2-goal night leads Jets past Knights
651,Flames edge Ducks for 4th win in row
652,Wild win back-to-games for first time in month
653,Compher carries Avalanche over Blackhawks
654,"Blue Jackets get Duchene, shut out Senators"
655,NHL roundup: Stars snap Blues' winning streak
656,Galchenyuk's OT winner sends Coyotes past Canucks
657,"Oilers end slump, hand Isles 2nd loss in two nights"
658,Chicago police call for state's attorney to resign in Smollett controversy
659,U.S. lawmaker invites Mexico president to Congress after migration talks
660,Officials puzzle over U.S. aid cuts to Central America
661,"Oilers end slump, hand Isles 2nd loss in two nights"
662,Jones saves 26 as Sharks blank Penguins
663,Gallagher's first hat trick guides Habs past Flyers
664,Lightning beat Sabres in shootout for 8th straight win
665,Wild snap five-game skid with 4-1 win over Rangers
666,Hurricanes’ Williams uses his face to help beat Panthers
667,"Benn, Stars end Blues' 11-game win streak"
668,"Preds edge Kings, grab first place in Central"
669,Ovechkin's 43rd goal helps Caps down Leafs
670,Schneider earns shutout as Devils blank Sens
671,Ex-vice president Biden doesn't recall inappropriate kiss alleged by activist: spokesman
672,Exclusive: More than 1 million acres of U.S. cropland ravaged by floods
673,U.S. Rep. Ocasio-Cortez 'encouraged' despite Senate rejecting 'Green New Deal'
674,"NHL roundup: Kane, Blackhawks keep rolling"
675,Backes' shootout tally lifts Bruins to 7th straight win
676,Seven Avs score in rout of Jets
677,Kane scores OT winner as Blackhawks beat Wings
678,Flames ride 3rd-period surge to win over Isles
679,NHL notebook: Bruins reportedly acquire Coyle from Wild
680,Capitals waive 2018 playoffs standout Smith-Pelly
681,NHL roundup: Blues win record 11th straight
682,Josi's two 3rd-period goals lift Predators past Stars
683,Coyotes top McDavid-less Oilers in shootout
684,Exclusive: Trump eager for trade deal with post-Brexit Britain - Bolton to Reuters TV
685,Exclusive: Trump eyeing stepped-up Venezuela sanctions for foreign companies - Bolton
686,Small Business Administration chief McMahon to join Trump 2020 campaign
687,"Ducks beat Wild, inch closer to playoff position"
688,Lightning continue road dominance in Philly
689,Canadiens trip Jackets to end 4-game losing streak
690,"3rd-period goal, Lundqvist hold up as Rangers stop Hurricanes"
691,"Scoring spurt carries Penguins past Devils, 4-3"
692,Panthers pull away from Sabres in third period
693,Blues nip Leafs in OT for franchise-best 11th straight win
694,NHL roundup: Blackhawks edge Senators 8-7
695,"Bruins blow lead, then edge Sharks in OT"
696,"Ovechkin's 41st, 42nd goals lift Caps past Kings"
697,Southeast Asia should be aware of Iran's tactics to evade oil sanctions: U.S.
698,Trump changes mind and extends Liberians' immigration protections in U.S
699,Two California Supreme Court justices decry death penalty as 'dysfunctional'
700,Agozzino's first goal carries Avs over Knights
701,DeBrincat's hat trick helps Blackhawks outscore Senators
702,Kucherov puts up 5 points as Lightning rout Jackets
703,"Giordano, Smith help Flames dispatch Coyotes"
704,"NHL roundup: Blues shut out Wild, win tenth straight"
705,Barkov's hat trick drives Panthers past Canadiens
706,"Henrique, Silfverberg score twice each as Ducks beat Caps"
707,Wood energizes Devils in win over Sabres
708,Binnington posts second straight shutout as Blues trounce Wild
709,Flyers complete weekend sweep of Red Wings
710,U.S. lawmakers introduce bill to stop NSA's mass data collection
711,U.S. senators introduce bill to stop transfer of F-35 fighters to Turkey
712,U.S. Supreme Court rebuffs bid to block Trump's gun 'bump stock' ban
713,"Letang, Malkin each score twice as Penguins hold off Rangers"
714,NHL roundup: Allen's shutout lifts Blues to ninth straight win
715,Bruins' offense backs Rask in win over Kings
716,"Jones, Sharks top Canucks again"
717,"Pacioretty, Subban get Knights a win on home ice"
718,Panarin scores twice as Blue Jackets top Blackhawks
719,"Mrazek shines as Hurricanes stifle Stars, 3-0"
720,Dzingel's overtime tally lifts Senators over Jets
721,Vasilevskiy sets Lightning shutout mark in blanking Habs
722,Isles dump Oilers in regular-season Barclays finale
723,"Exclusive: Fearful of fake news blitz, U.S. Census enlists help of tech giants"
724,"Trump discusses China, 'political fairness' with Google CEO"
725,"Trump-Russia probe is over, but prosecutor says grand jury lives on"
726,Coyotes' Kuemper blanks Leafs for 2nd shutout of season
727,"Blues shut out Avalanche, roll to 9th straight win"
728,Flyers beat Red Wings in OT after blowing big lead
729,"Flames hold off Penguins, snap 4-game skid"
730,"NHL roundup: Devils score final 4 goals, top Wild in OT"
731,Hischier's OT goal caps Devils' big comeback over Wild
732,Halak records 30 saves as Bruins shut out Ducks
733,"Niederreiter, McElhinney lift Hurricanes over Oilers"
734,"Georgiev, Namestnikov lead Rangers past Sabres"
735,"NHL roundup: Lightning slam Stars, win fourth straight"
736,"U.S. lawmakers blast Trump's plan for diplomatic, foreign aid cuts"
737,U.S. recognition of Golan Heights as Israeli will help peace process: Pompeo
738,Trump says he can produce a better healthcare plan than Obamacare
739,"NHL roundup: Lightning slam Stars, win fourth straight"
740,"Canucks rally late, earn shootout win over Kings"
741,Greiss stops 31 shots as Islanders shut out Jackets
742,Matthews tops 100 goals as Leafs dump Knights
743,"Caps dominate, Oshie hits milestone as Sharks' streak ends"
744,"Avalanche whip Jets, snap losing streak"
745,Boyle's first Predators goal produces win over Habs
746,"Stamkos, Kucherov lead Lightning past Stars"
747,Howard celebrates milestone as Wings stop Senators
748,Panthers edge Flames in shootout behind Reimer
749,U.S. Supreme Court divided on partisan electoral maps
750,"Despite report findings, almost half of Americans think Trump colluded with Russia: Reuters/Ipsos poll"
751,Trump administration calls for putting Americans back on moon by 2024
752,Kane sets Chicago's assist-streak mark in win over Devils
753,Ducks' Boyle shuts out Canucks in first career start
754,Penguins turn aside slumping Oilers
755,NHL roundup: Lightning hammer sliding Flames
756,4 goals in 3rd period lift Hurricanes over Senators
757,"Kucherov, Lightning light up Flames"
758,Coyotes extend Golden Knights' home slump
759,"Copp breaks tie, leads Jets past Rangers"
760,Maple Leafs hammer struggling Avalanche
761,Van Riemsdyk's two goals guide Flyers past Wild
762,Lawmaker still seeks Trump tax returns regardless of Mueller report
763,U.S. chief justice rejects bid to block 'bump stocks' gun ban
764,"U.S. lawmakers introduce bill to boost Taiwan ties, amid China tensions"
765,Athanasiou backhander lifts Red Wings past Predators
766,Blues blitz Devils for 7th win in row
767,"Sabres earn hard-fought win, end Islanders' streak"
768,"Khudobin, Stars deal Panthers first shutout"
769,"Jackets shut out Caps, inch closer to first place"
770,Bruins snap Blackhawks' 7-game win streak
771,NHL roundup: Sharks win sixth straight
772,Sharks crush Canucks for 6th win in row
773,"Crosby, Penguins beat Flyers, snap 4-game skid"
774,Caps cap successful homestand with win over Kings
775,U.S. sanctions firms accused of helping fund Iran's Revolutionary Guards
776,"Trump wants to work with Democrats on drug prices, infrastructure: aide"
777,"Kamala Harris courts unions, minorities with call to raise teacher pay"
778,"NHL notebook: G Delia, Blackhawks agree to extension"
779,NHL roundup: Domingue wins 10th straight as Tampa Bay rolls
780,Georgiev shines in 56-shot barrage as Rangers beat Leafs
781,Johansson's two goals help Devils defeat Hurricanes
